id,text,survey_item_code,survey_item_codes,raw_survey_item_code,source
IPIP_FULL_2772,Seem to derive less enjoyment from interacting with people than others do.,D20,['D20'],D20,IPIP Alphabetical Item List
IPIP_FULL_2773,Seldom become irritated in response to what a person says.,D16,['D16'],D16,IPIP Alphabetical Item List
IPIP_FULL_2774,Seldom become irritated when someone is late.,D118,['D118'],D118,IPIP Alphabetical Item List
IPIP_FULL_2775,Seldom change my decisions.,X220,['X220'],X220,IPIP Alphabetical Item List
IPIP_FULL_2776,Seldom daydream.,X135,['X135'],X135,IPIP Alphabetical Item List
IPIP_FULL_2777,Seldom experience sudden intuitive insights.,D11,['D11'],D11,IPIP Alphabetical Item List
IPIP_FULL_2778,Seldom feel blue.,X156,['X156'],X156,IPIP Alphabetical Item List
IPIP_FULL_2779,Seldom feel sad for longer than an hour.,D104,['D104'],D104,IPIP Alphabetical Item List
IPIP_FULL_2780,Seldom feel weepy while reading the sad part of a story.,D65,['D65'],D65,IPIP Alphabetical Item List
IPIP_FULL_2781,Seldom forget appointments.,X154,['X154'],X154,IPIP Alphabetical Item List
IPIP_FULL_2782,Seldom get emotional.,X29,['X29'],X29,IPIP Alphabetical Item List
IPIP_FULL_2783,Seldom get lost in thought.,X175,['X175'],X175,IPIP Alphabetical Item List
IPIP_FULL_2784,Seldom get mad.,X231,['X231'],X231,IPIP Alphabetical Item List
IPIP_FULL_2785,Seldom help out when people feel overwhelmed by things that need to be done.,D97,['D97'],D97,IPIP Alphabetical Item List
IPIP_FULL_2786,Seldom joke around.,X137,['X137'],X137,IPIP Alphabetical Item List
IPIP_FULL_2787,Seldom notice details.,E89,['E89'],E89,IPIP Alphabetical Item List
IPIP_FULL_2788,Seldom notice the emotional aspects of paintings and pictures.,D4,['D4'],D4,IPIP Alphabetical Item List
IPIP_FULL_2789,Seldom read the comics.,X58,['X58'],X58,IPIP Alphabetical Item List
IPIP_FULL_2790,Seldom stretch the truth.,X195,['X195'],X195,IPIP Alphabetical Item List
IPIP_FULL_2791,Seldom take offense.,X90,['X90'],X90,IPIP Alphabetical Item List
IPIP_FULL_2792,Seldom toot my own horn.,X247,['X247'],X247,IPIP Alphabetical Item List
IPIP_FULL_2793,Seldom wear colorful clothing.,X190,['X190'],X190,IPIP Alphabetical Item List
IPIP_FULL_2794,Sense others' wishes.,H1074,['H1074'],H1074,IPIP Alphabetical Item List
IPIP_FULL_2795,Set high standards for myself and others.,E140,['E140'],E140,IPIP Alphabetical Item List
IPIP_FULL_2796,Share my feelings with other people.,W31,['W31'],W31,IPIP Alphabetical Item List
IPIP_FULL_2797,Share things with others.,H1112,['H1112'],H1112,IPIP Alphabetical Item List
IPIP_FULL_2798,Shift back and forth between strong love and strong hate.,V165,['V165'],V165,IPIP Alphabetical Item List
IPIP_FULL_2799,Shirk my duties.,H1140,"['H1140', 'X246']","H1140, X246",IPIP Alphabetical Item List
IPIP_FULL_2800,Shoot my mouth off.,H1192,['H1192'],H1192,IPIP Alphabetical Item List
IPIP_FULL_2801,Should get special privileges.,T2385,['T2385'],T2385,IPIP Alphabetical Item List
IPIP_FULL_2802,Should learn to hold back some of the things I say.,T2386,['T2386'],T2386,IPIP Alphabetical Item List
IPIP_FULL_2803,Shout or scream when I'm angry.,A3,['A3'],A3,IPIP Alphabetical Item List
IPIP_FULL_2804,Show a mastery of language.,H1284,['H1284'],H1284,IPIP Alphabetical Item List
IPIP_FULL_2805,Show disgust.,H715,['H715'],H715,IPIP Alphabetical Item List
IPIP_FULL_2806,Show faith in people.,H118,['H118'],H118,IPIP Alphabetical Item List
IPIP_FULL_2807,Show my fear.,A54,['A54'],A54,IPIP Alphabetical Item List
IPIP_FULL_2808,Show my feelings when I'm happy.,A139,['A139'],A139,IPIP Alphabetical Item List
IPIP_FULL_2809,Show my feelings.,H3,"['H3', 'X25']","H3, X25",IPIP Alphabetical Item List
IPIP_FULL_2810,Show my gratitude.,H557,['H557'],H557,IPIP Alphabetical Item List
IPIP_FULL_2811,Show my sadness.,A101,['A101'],A101,IPIP Alphabetical Item List
IPIP_FULL_2812,Sing out loud to myself when I'm alone.,H2036,['H2036'],H2036,IPIP Alphabetical Item List
IPIP_FULL_2813,Skip difficult words while reading.,H1439,['H1439'],H1439,IPIP Alphabetical Item List
IPIP_FULL_2814,Smile a lot.,Q111,['Q111'],Q111,IPIP Alphabetical Item List
IPIP_FULL_2815,Smoke too many cigarettes.,X160,['X160'],X160,IPIP Alphabetical Item List
IPIP_FULL_2816,Snap at people.,H1085,['H1085'],H1085,IPIP Alphabetical Item List
IPIP_FULL_2817,Sometimes do things for quick gains.,S1,['S1'],S1,IPIP Alphabetical Item List
IPIP_FULL_2818,Sometimes don't know where I am.,T2401,['T2401'],T2401,IPIP Alphabetical Item List
IPIP_FULL_2819,"Sometimes dream of vivid, detailed settings that are unlike anything I've experienced when awake.",D112,['D112'],D112,IPIP Alphabetical Item List
IPIP_FULL_2820,Sometimes end up believing my own lies.,T2403,['T2403'],T2403,IPIP Alphabetical Item List
IPIP_FULL_2821,"Sometimes feel ""down"" for several hours from relatively small disappointments.",D38,['D38'],D38,IPIP Alphabetical Item List
IPIP_FULL_2822,Sometimes feel as if I am looking at myself from outside.,T2405,['T2405'],T2405,IPIP Alphabetical Item List
IPIP_FULL_2823,Sometimes feel intense sadness because of minor events.,D18,['D18'],D18,IPIP Alphabetical Item List
IPIP_FULL_2824,Sometimes feel jealous of other people's situations.,D44,['D44'],D44,IPIP Alphabetical Item List
IPIP_FULL_2825,Sometimes feel like I am dreaming while awake.,T2408,['T2408'],T2408,IPIP Alphabetical Item List
IPIP_FULL_2826,Sometimes find my friends to be irritating.,D83,['D83'],D83,IPIP Alphabetical Item List
IPIP_FULL_2827,Sometimes find myself in a trance-like state without trying.,T2411,['T2411'],T2411,IPIP Alphabetical Item List
IPIP_FULL_2828,"Sometimes ""forget"" to do things on purpose.",T2397,['T2397'],T2397,IPIP Alphabetical Item List
IPIP_FULL_2829,Sometimes forget what I'm trying to do.,T2412,['T2412'],T2412,IPIP Alphabetical Item List
IPIP_FULL_2830,Sometimes forget where I am or what I'm doing when listening to music or reading a book.,T2413,['T2413'],T2413,IPIP Alphabetical Item List
IPIP_FULL_2831,Sometimes get lost in my daydreams.,T2414,['T2414'],T2414,IPIP Alphabetical Item List
IPIP_FULL_2832,Sometimes have a hard time concentrating on tasks when I'm very happy.,D108,['D108'],D108,IPIP Alphabetical Item List
IPIP_FULL_2833,Sometimes have extremely vivid pictures in my head.,T2416,['T2416'],T2416,IPIP Alphabetical Item List
IPIP_FULL_2834,Sometimes have fantasies that are overwhelming.,T2424,['T2424'],T2424,IPIP Alphabetical Item List
IPIP_FULL_2835,Sometimes have thoughts that don't make any sense.,T2418,['T2418'],T2418,IPIP Alphabetical Item List
IPIP_FULL_2836,Sometimes have to clean myself simply because I feel contaminated.,R59,['R59'],R59,IPIP Alphabetical Item List
IPIP_FULL_2837,Sometimes have to do things over.,X200,['X200'],X200,IPIP Alphabetical Item List
IPIP_FULL_2838,Sometimes have trouble making up my mind.,P390,['P390'],P390,IPIP Alphabetical Item List
IPIP_FULL_2839,Sometimes know that something will happen before it actually does.,T2421,['T2421'],T2421,IPIP Alphabetical Item List
IPIP_FULL_2840,Sometimes lack remorse for treating people badly.,D64,['D64'],D64,IPIP Alphabetical Item List
IPIP_FULL_2841,Sometimes laugh out loud when reading or watching TV.,A48,['A48'],A48,IPIP Alphabetical Item List
IPIP_FULL_2842,Sometimes see visual images when resting with my eyes closed.,D43,['D43'],D43,IPIP Alphabetical Item List
IPIP_FULL_2843,Sometimes think the TV is talking directly to me.,T2426,['T2426'],T2426,IPIP Alphabetical Item List
IPIP_FULL_2844,Speak briefly and to the point.,H392,['H392'],H392,IPIP Alphabetical Item List
IPIP_FULL_2845,Speak ill of others.,H1124,['H1124'],H1124,IPIP Alphabetical Item List
IPIP_FULL_2846,Speak loudly.,H527,['H527'],H527,IPIP Alphabetical Item List
IPIP_FULL_2847,Speak only when spoken to.,H2037,['H2037'],H2037,IPIP Alphabetical Item List
IPIP_FULL_2848,Speak rapidly.,H2038,['H2038'],H2038,IPIP Alphabetical Item List
IPIP_FULL_2849,Speak slowly.,X273,['X273'],X273,IPIP Alphabetical Item List
IPIP_FULL_2850,Speak softly.,H548,['H548'],H548,IPIP Alphabetical Item List
IPIP_FULL_2851,Speak up for others.,H1147,['H1147'],H1147,IPIP Alphabetical Item List
IPIP_FULL_2852,Speak up in protest when I hear someone say mean things.,V298,['V298'],V298,IPIP Alphabetical Item List
IPIP_FULL_2853,Spend a lot of time creating a good image of myself in the eyes of others.,S33,['S33'],S33,IPIP Alphabetical Item List
IPIP_FULL_2854,Spend a lot of time on the phone.,E79,['E79'],E79,IPIP Alphabetical Item List
IPIP_FULL_2855,Spend a lot of time reading.,H2039,['H2039'],H2039,IPIP Alphabetical Item List
IPIP_FULL_2856,Spend a lot of time watching television.,H2040,['H2040'],H2040,IPIP Alphabetical Item List
IPIP_FULL_2857,Spend lots of my free time helping others.,W206,['W206'],W206,IPIP Alphabetical Item List
IPIP_FULL_2858,Spend more money than I have.,E75,['E75'],E75,IPIP Alphabetical Item List
IPIP_FULL_2859,Spend more money than I should.,Q135,['Q135'],Q135,IPIP Alphabetical Item List
IPIP_FULL_2860,Spend much of the day fantasizing or daydreaming.,A45,['A45'],A45,IPIP Alphabetical Item List
IPIP_FULL_2861,Spend time reflecting on things.,X114,['X114'],X114,IPIP Alphabetical Item List
IPIP_FULL_2862,Spend time thinking about past mistakes.,E114,['E114'],E114,IPIP Alphabetical Item List
IPIP_FULL_2863,Spend too much money when I'm emotional.,T2437,['T2437'],T2437,IPIP Alphabetical Item List
IPIP_FULL_2864,Spill things.,H1409,['H1409'],H1409,IPIP Alphabetical Item List
IPIP_FULL_2865,Stand behind my actions.,H410,['H410'],H410,IPIP Alphabetical Item List
IPIP_FULL_2866,Start conversations.,H16,['H16'],H16,IPIP Alphabetical Item List
IPIP_FULL_2867,Start fights.,H1164,['H1164'],H1164,IPIP Alphabetical Item List
IPIP_FULL_2868,Start tasks right away.,H511,['H511'],H511,IPIP Alphabetical Item List
IPIP_FULL_2869,Start to perspire when I meet someone new.,T2444,['T2444'],T2444,IPIP Alphabetical Item List
IPIP_FULL_2870,"Stay away from the doctor, for fear of what they might find.",T2445,['T2445'],T2445,IPIP Alphabetical Item List
IPIP_FULL_2871,Stay in touch with old acquaintances.,E91,['E91'],E91,IPIP Alphabetical Item List
IPIP_FULL_2872,Stay only where I'm wanted.,Q166,['Q166'],Q166,IPIP Alphabetical Item List
IPIP_FULL_2873,Steal things.,A119,['A119'],A119,IPIP Alphabetical Item List
IPIP_FULL_2874,Stick to my chosen path.,H367,['H367'],H367,IPIP Alphabetical Item List
IPIP_FULL_2875,Stick to my point of view.,H341,['H341'],H341,IPIP Alphabetical Item List
IPIP_FULL_2876,Stick to my previous decisions.,H255,['H255'],H255,IPIP Alphabetical Item List
IPIP_FULL_2877,Stick to the facts.,Q38,['Q38'],Q38,IPIP Alphabetical Item List
IPIP_FULL_2878,Stick to the rules.,H294,['H294'],H294,IPIP Alphabetical Item List
IPIP_FULL_2879,Stick up for myself.,H1077,['H1077'],H1077,IPIP Alphabetical Item List
IPIP_FULL_2880,Stop to count my blessings.,V104,['V104'],V104,IPIP Alphabetical Item List
IPIP_FULL_2881,Stop when work becomes too difficult.,Q220,['Q220'],Q220,IPIP Alphabetical Item List
IPIP_FULL_2882,Strive in every way possible to be flawless.,T2456,['T2456'],T2456,IPIP Alphabetical Item List
IPIP_FULL_2883,Stumble over my words.,H1205,['H1205'],H1205,IPIP Alphabetical Item List
IPIP_FULL_2884,Suddenly lose interest.,H924,['H924'],H924,IPIP Alphabetical Item List
IPIP_FULL_2885,Suffer from others' sorrows.,H988,"['H988', 'X65']","H988, X65",IPIP Alphabetical Item List
IPIP_FULL_2886,Support my teammates or fellow group members.,V236,['V236'],V236,IPIP Alphabetical Item List
IPIP_FULL_2887,Suspect hidden motives in others.,H604,['H604'],H604,IPIP Alphabetical Item List
IPIP_FULL_2888,Suspect that my facial expressions give me away when I feel sad.,A80,['A80'],A80,IPIP Alphabetical Item List
IPIP_FULL_2889,Suspect that people like to talk to me because my ideas are unusual.,D32,['D32'],D32,IPIP Alphabetical Item List
IPIP_FULL_2890,Swim against the current.,H690,['H690'],H690,IPIP Alphabetical Item List
IPIP_FULL_2891,Switch my loyalties when I feel like it.,Q125,['Q125'],Q125,IPIP Alphabetical Item List
IPIP_FULL_2892,Sympathize with others' feelings.,H1130,['H1130'],H1130,IPIP Alphabetical Item List
IPIP_FULL_2893,Sympathize with the homeless.,X259,['X259'],X259,IPIP Alphabetical Item List
IPIP_FULL_2894,Take a long time to think before making big decisions.,W192,['W192'],W192,IPIP Alphabetical Item List
IPIP_FULL_2895,Take advantage of others.,H427,"['H427', 'V109']","H427, V109",IPIP Alphabetical Item List
IPIP_FULL_2896,Take an interest in other people's lives.,H1129,['H1129'],H1129,IPIP Alphabetical Item List
IPIP_FULL_2897,Take care of my own affairs.,H412,['H412'],H412,IPIP Alphabetical Item List
IPIP_FULL_2898,Take charge.,H334,"['H334', 'X27']","H334, X27",IPIP Alphabetical Item List
IPIP_FULL_2899,Take control of things.,H325,['H325'],H325,IPIP Alphabetical Item List
IPIP_FULL_2900,Take deviant positions.,H1090,['H1090'],H1090,IPIP Alphabetical Item List
IPIP_FULL_2901,Take good care of my belongings.,H243,['H243'],H243,IPIP Alphabetical Item List
IPIP_FULL_2902,Take in stray animals.,X262,['X262'],X262,IPIP Alphabetical Item List
IPIP_FULL_2903,Take liberties with others' things.,H90,['H90'],H90,IPIP Alphabetical Item List
IPIP_FULL_2904,Take no time for others.,H918,"['H918', 'X170']","H918, X170",IPIP Alphabetical Item List
IPIP_FULL_2905,Take offense easily.,H920,['H920'],H920,IPIP Alphabetical Item List
IPIP_FULL_2906,Take orders from anybody.,H1029,['H1029'],H1029,IPIP Alphabetical Item List
IPIP_FULL_2907,Take others' interests into account.,H183,['H183'],H183,IPIP Alphabetical Item List
IPIP_FULL_2908,Take part in community projects to help people who have less than me.,W49,['W49'],W49,IPIP Alphabetical Item List
IPIP_FULL_2909,Take pleasure in watching people suffer.,T2480,['T2480'],T2480,IPIP Alphabetical Item List
IPIP_FULL_2910,Take precautions.,H892,['H892'],H892,IPIP Alphabetical Item List
IPIP_FULL_2911,Take pride in not exaggerating who or what I am.,V231,['V231'],V231,IPIP Alphabetical Item List
IPIP_FULL_2912,Take responsibility for what happens.,Q99,['Q99'],Q99,IPIP Alphabetical Item List
IPIP_FULL_2913,Take risks that could cause trouble for me.,A68,['A68'],A68,IPIP Alphabetical Item List
IPIP_FULL_2914,Take risks.,H864,['H864'],H864,IPIP Alphabetical Item List
IPIP_FULL_2915,Take tasks too lightly.,H836,['H836'],H836,IPIP Alphabetical Item List
IPIP_FULL_2916,Take the blame when I'm at fault.,Q198,['Q198'],Q198,IPIP Alphabetical Item List
IPIP_FULL_2917,Take the future into account.,H1258,['H1258'],H1258,IPIP Alphabetical Item List
IPIP_FULL_2918,Take the initiative.,H64,['H64'],H64,IPIP Alphabetical Item List
IPIP_FULL_2919,Take the time to finish things.,H1410,['H1410'],H1410,IPIP Alphabetical Item List
IPIP_FULL_2920,Take things as they come.,E144,['E144'],E144,IPIP Alphabetical Item List
IPIP_FULL_2921,Take things for granted.,H1421,['H1421'],H1421,IPIP Alphabetical Item List
IPIP_FULL_2922,Take things in quickly.,H1294,['H1294'],H1294,IPIP Alphabetical Item List
IPIP_FULL_2923,Take things lying down.,H1066,['H1066'],H1066,IPIP Alphabetical Item List
IPIP_FULL_2924,Take things seriously.,H667,['H667'],H667,IPIP Alphabetical Item List
IPIP_FULL_2925,Take time out for others.,H160,['H160'],H160,IPIP Alphabetical Item List
IPIP_FULL_2926,Take time out to chat.,H115,['H115'],H115,IPIP Alphabetical Item List
IPIP_FULL_2927,Take time to reflect on things.,H663,['H663'],H663,IPIP Alphabetical Item List
IPIP_FULL_2928,Take unfair advantage of others.,V279,['V279'],V279,IPIP Alphabetical Item List
IPIP_FULL_2929,Talk a lot.,R11,['R11'],R11,IPIP Alphabetical Item List
IPIP_FULL_2930,Talk about my worries.,H62,['H62'],H62,IPIP Alphabetical Item List
IPIP_FULL_2931,Talk about others to stir up conflict.,T2496,['T2496'],T2496,IPIP Alphabetical Item List
IPIP_FULL_2932,Talk during movies.,E54,['E54'],E54,IPIP Alphabetical Item List
IPIP_FULL_2933,Talk even when I know I shouldn't.,E98,['E98'],E98,IPIP Alphabetical Item List
IPIP_FULL_2934,Talk for no reason.,H540,['H540'],H540,IPIP Alphabetical Item List
IPIP_FULL_2935,Talk mainly about myself.,H718,['H718'],H718,IPIP Alphabetical Item List
IPIP_FULL_2936,Talk nonsense.,H541,['H541'],H541,IPIP Alphabetical Item List
IPIP_FULL_2937,Talk out loud to myself.,H2041,['H2041'],H2041,IPIP Alphabetical Item List
IPIP_FULL_2938,Talk to a lot of different people at parties.,X83,['X83'],X83,IPIP Alphabetical Item List
IPIP_FULL_2939,Talk to myself a lot.,H2042,['H2042'],H2042,IPIP Alphabetical Item List
IPIP_FULL_2940,Talk too much.,H1138,['H1138'],H1138,IPIP Alphabetical Item List
IPIP_FULL_2941,Talk without thinking.,H84,['H84'],H84,IPIP Alphabetical Item List
IPIP_FULL_2942,Talked less than usual.,N24,['N24'],N24,IPIP Alphabetical Item List
IPIP_FULL_2943,Talked out loud to myself.,B21,['B21'],B21,IPIP Alphabetical Item List
IPIP_FULL_2944,Tease people.,H1158,['H1158'],H1158,IPIP Alphabetical Item List
IPIP_FULL_2945,Tell other people what they want to hear so that they will do what I want them to do.,A141,['A141'],A141,IPIP Alphabetical Item List
IPIP_FULL_2946,Tell others what I really think.,X233,['X233'],X233,IPIP Alphabetical Item List
IPIP_FULL_2947,Tell people about it when I'm irritated.,Q121,['Q121'],Q121,IPIP Alphabetical Item List
IPIP_FULL_2948,Tell tall stories about myself.,H748,['H748'],H748,IPIP Alphabetical Item List
IPIP_FULL_2949,Tell the truth.,H145,['H145'],H145,IPIP Alphabetical Item List
IPIP_FULL_2950,Tend to analyze things.,E125,['E125'],E125,IPIP Alphabetical Item List
IPIP_FULL_2951,Tend to be admired by others.,M41,['M41'],M41,IPIP Alphabetical Item List
IPIP_FULL_2952,"Tend to become agitated whenever I have to sit and wait for something (for instance, in a waiting room).",D106,['D106'],D106,IPIP Alphabetical Item List
IPIP_FULL_2953,Tend to dislike impulsive people.,E52,['E52'],E52,IPIP Alphabetical Item List
IPIP_FULL_2954,Tend to dislike secretive people.,E88,['E88'],E88,IPIP Alphabetical Item List
IPIP_FULL_2955,Tend to dislike shallow people.,E26,['E26'],E26,IPIP Alphabetical Item List
IPIP_FULL_2956,Tend to dislike soft-hearted people.,E121,['E121'],E121,IPIP Alphabetical Item List
IPIP_FULL_2957,Tend to explode with anger when things don't go as planned.,T2516,['T2516'],T2516,IPIP Alphabetical Item List
